[2025-09-18 11:43:10,977][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='GroupContrast', feature_transform=False, gamma=0.5, gpu_id='1', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=True, use_region_contrast=True, workers=4)
[2025-09-18 11:43:10,977][contrast_train.py][line:240][INFO] model params: 1.909425 M
[2025-09-18 11:43:10,977][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-18 11:46:57,505][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 3.6449 (CE 2.9418, Con 2.3549, RegionCon 4.6756, Reg 0.000000) | Train Acc: 0.1921 | Test Acc: 0.1750 | LR: 0.001000
[2025-09-18 17:15:06,015][contrast_train.py][line:330][INFO] Epoch [088/200] Train Loss: 1.0759 (CE 0.6851, Con 0.1393, RegionCon 3.7694, Reg 0.000000) | Train Acc: 0.7872 | Test Acc: 0.7301 | LR: 0.000063
[2025-09-18 17:18:52,702][contrast_train.py][line:330][INFO] Epoch [089/200] Train Loss: 1.0838 (CE 0.6938, Con 0.1336, RegionCon 3.7671, Reg 0.000000) | Train Acc: 0.7834 | Test Acc: 0.7407 | LR: 0.000063
[2025-09-18 17:22:38,437][contrast_train.py][line:330][INFO] Epoch [090/200] Train Loss: 1.0872 (CE 0.6969, Con 0.1376, RegionCon 3.7649, Reg 0.000000) | Train Acc: 0.7778 | Test Acc: 0.7257 | LR: 0.000063
[2025-09-18 17:26:24,255][contrast_train.py][line:330][INFO] Epoch [091/200] Train Loss: 1.0746 (CE 0.6848, Con 0.1312, RegionCon 3.7671, Reg 0.000000) | Train Acc: 0.7798 | Test Acc: 0.7318 | LR: 0.000063
[2025-09-18 17:30:09,533][contrast_train.py][line:330][INFO] Epoch [092/200] Train Loss: 1.0753 (CE 0.6844, Con 0.1389, RegionCon 3.7701, Reg 0.000000) | Train Acc: 0.7844 | Test Acc: 0.7407 | LR: 0.000063
[2025-09-18 17:33:55,710][contrast_train.py][line:330][INFO] Epoch [093/200] Train Loss: 1.0680 (CE 0.6783, Con 0.1326, RegionCon 3.7650, Reg 0.000000) | Train Acc: 0.7816 | Test Acc: 0.7435 | LR: 0.000063
[2025-09-18 17:37:41,331][contrast_train.py][line:330][INFO] Epoch [094/200] Train Loss: 1.0711 (CE 0.6810, Con 0.1351, RegionCon 3.7659, Reg 0.000000) | Train Acc: 0.7799 | Test Acc: 0.7488 | LR: 0.000063
[2025-09-18 17:41:27,023][contrast_train.py][line:330][INFO] Epoch [095/200] Train Loss: 1.0801 (CE 0.6898, Con 0.1364, RegionCon 3.7660, Reg 0.000000) | Train Acc: 0.7773 | Test Acc: 0.7423 | LR: 0.000063
[2025-09-18 17:45:15,528][contrast_train.py][line:330][INFO] Epoch [096/200] Train Loss: 1.0711 (CE 0.6812, Con 0.1253, RegionCon 3.7740, Reg 0.000000) | Train Acc: 0.7772 | Test Acc: 0.7480 | LR: 0.000063
[2025-09-18 17:49:02,118][contrast_train.py][line:330][INFO] Epoch [097/200] Train Loss: 1.0656 (CE 0.6748, Con 0.1360, RegionCon 3.7719, Reg 0.000000) | Train Acc: 0.7854 | Test Acc: 0.7362 | LR: 0.000063
[2025-09-18 17:52:48,238][contrast_train.py][line:330][INFO] Epoch [098/200] Train Loss: 1.0616 (CE 0.6711, Con 0.1408, RegionCon 3.7639, Reg 0.000000) | Train Acc: 0.7867 | Test Acc: 0.7435 | LR: 0.000063
[2025-09-18 17:56:33,354][contrast_train.py][line:330][INFO] Epoch [099/200] Train Loss: 1.0609 (CE 0.6705, Con 0.1318, RegionCon 3.7722, Reg 0.000000) | Train Acc: 0.7834 | Test Acc: 0.7399 | LR: 0.000063
[2025-09-18 18:00:19,603][contrast_train.py][line:330][INFO] Epoch [100/200] Train Loss: 1.0746 (CE 0.6850, Con 0.1347, RegionCon 3.7615, Reg 0.000000) | Train Acc: 0.7805 | Test Acc: 0.7472 | LR: 0.000031
[2025-09-18 18:04:05,773][contrast_train.py][line:330][INFO] Epoch [101/200] Train Loss: 1.0494 (CE 0.6596, Con 0.1318, RegionCon 3.7666, Reg 0.000000) | Train Acc: 0.7855 | Test Acc: 0.7427 | LR: 0.000031
[2025-09-18 18:07:51,143][contrast_train.py][line:330][INFO] Epoch [102/200] Train Loss: 1.0540 (CE 0.6642, Con 0.1308, RegionCon 3.7663, Reg 0.000000) | Train Acc: 0.7881 | Test Acc: 0.7423 | LR: 0.000031
[2025-09-18 18:11:37,184][contrast_train.py][line:330][INFO] Epoch [103/200] Train Loss: 1.0558 (CE 0.6665, Con 0.1253, RegionCon 3.7684, Reg 0.000000) | Train Acc: 0.7897 | Test Acc: 0.7504 | LR: 0.000031
[2025-09-18 18:15:22,700][contrast_train.py][line:330][INFO] Epoch [104/200] Train Loss: 1.0532 (CE 0.6639, Con 0.1258, RegionCon 3.7672, Reg 0.000000) | Train Acc: 0.7889 | Test Acc: 0.7492 | LR: 0.000031
[2025-09-18 18:19:10,101][contrast_train.py][line:330][INFO] Epoch [105/200] Train Loss: 1.0478 (CE 0.6583, Con 0.1298, RegionCon 3.7655, Reg 0.000000) | Train Acc: 0.7891 | Test Acc: 0.7395 | LR: 0.000031
[2025-09-18 18:22:55,656][contrast_train.py][line:330][INFO] Epoch [106/200] Train Loss: 1.0533 (CE 0.6636, Con 0.1252, RegionCon 3.7717, Reg 0.000000) | Train Acc: 0.7856 | Test Acc: 0.7447 | LR: 0.000031
[2025-09-18 18:26:42,465][contrast_train.py][line:330][INFO] Epoch [107/200] Train Loss: 1.0407 (CE 0.6507, Con 0.1299, RegionCon 3.7702, Reg 0.000000) | Train Acc: 0.7897 | Test Acc: 0.7407 | LR: 0.000031
[2025-09-18 18:30:28,678][contrast_train.py][line:330][INFO] Epoch [108/200] Train Loss: 1.0425 (CE 0.6538, Con 0.1230, RegionCon 3.7639, Reg 0.000000) | Train Acc: 0.7934 | Test Acc: 0.7334 | LR: 0.000031
[2025-09-18 18:34:15,825][contrast_train.py][line:330][INFO] Epoch [109/200] Train Loss: 1.0452 (CE 0.6553, Con 0.1352, RegionCon 3.7635, Reg 0.000000) | Train Acc: 0.7888 | Test Acc: 0.7395 | LR: 0.000031
[2025-09-18 18:38:02,039][contrast_train.py][line:330][INFO] Epoch [110/200] Train Loss: 1.0478 (CE 0.6580, Con 0.1239, RegionCon 3.7738, Reg 0.000000) | Train Acc: 0.7874 | Test Acc: 0.7451 | LR: 0.000031
[2025-09-18 18:41:49,752][contrast_train.py][line:330][INFO] Epoch [111/200] Train Loss: 1.0504 (CE 0.6601, Con 0.1303, RegionCon 3.7728, Reg 0.000000) | Train Acc: 0.7879 | Test Acc: 0.7399 | LR: 0.000031
[2025-09-18 18:45:35,506][contrast_train.py][line:330][INFO] Epoch [112/200] Train Loss: 1.0521 (CE 0.6627, Con 0.1243, RegionCon 3.7696, Reg 0.000000) | Train Acc: 0.7905 | Test Acc: 0.7427 | LR: 0.000031
[2025-09-18 18:49:22,264][contrast_train.py][line:330][INFO] Epoch [113/200] Train Loss: 1.0487 (CE 0.6603, Con 0.1219, RegionCon 3.7627, Reg 0.000000) | Train Acc: 0.7903 | Test Acc: 0.7391 | LR: 0.000031
[2025-09-18 18:53:09,410][contrast_train.py][line:330][INFO] Epoch [114/200] Train Loss: 1.0452 (CE 0.6563, Con 0.1234, RegionCon 3.7655, Reg 0.000000) | Train Acc: 0.7921 | Test Acc: 0.7492 | LR: 0.000031
[2025-09-18 18:56:57,557][contrast_train.py][line:330][INFO] Epoch [115/200] Train Loss: 1.0507 (CE 0.6609, Con 0.1288, RegionCon 3.7692, Reg 0.000000) | Train Acc: 0.7866 | Test Acc: 0.7496 | LR: 0.000031
[2025-09-18 19:00:44,697][contrast_train.py][line:330][INFO] Epoch [116/200] Train Loss: 1.0509 (CE 0.6616, Con 0.1277, RegionCon 3.7650, Reg 0.000000) | Train Acc: 0.7834 | Test Acc: 0.7261 | LR: 0.000031
[2025-09-18 19:04:30,923][contrast_train.py][line:330][INFO] Epoch [117/200] Train Loss: 1.0315 (CE 0.6425, Con 0.1236, RegionCon 3.7661, Reg 0.000000) | Train Acc: 0.7944 | Test Acc: 0.7419 | LR: 0.000031
[2025-09-18 19:08:16,443][contrast_train.py][line:330][INFO] Epoch [118/200] Train Loss: 1.0474 (CE 0.6576, Con 0.1249, RegionCon 3.7733, Reg 0.000000) | Train Acc: 0.7876 | Test Acc: 0.7520 | LR: 0.000031
[2025-09-18 19:12:02,385][contrast_train.py][line:330][INFO] Epoch [119/200] Train Loss: 1.0462 (CE 0.6559, Con 0.1233, RegionCon 3.7791, Reg 0.000000) | Train Acc: 0.7890 | Test Acc: 0.7541 | LR: 0.000031
[2025-09-18 19:15:48,582][contrast_train.py][line:330][INFO] Epoch [120/200] Train Loss: 1.0429 (CE 0.6536, Con 0.1261, RegionCon 3.7670, Reg 0.000000) | Train Acc: 0.7917 | Test Acc: 0.7443 | LR: 0.000016
[2025-09-18 19:19:34,908][contrast_train.py][line:330][INFO] Epoch [121/200] Train Loss: 1.0420 (CE 0.6539, Con 0.1194, RegionCon 3.7615, Reg 0.000000) | Train Acc: 0.7875 | Test Acc: 0.7476 | LR: 0.000016
[2025-09-18 19:23:21,580][contrast_train.py][line:330][INFO] Epoch [122/200] Train Loss: 1.0354 (CE 0.6463, Con 0.1257, RegionCon 3.7659, Reg 0.000000) | Train Acc: 0.7924 | Test Acc: 0.7577 | LR: 0.000016
[2025-09-18 19:27:06,897][contrast_train.py][line:330][INFO] Epoch [123/200] Train Loss: 1.0363 (CE 0.6477, Con 0.1168, RegionCon 3.7691, Reg 0.000000) | Train Acc: 0.7888 | Test Acc: 0.7512 | LR: 0.000016
[2025-09-18 19:30:53,166][contrast_train.py][line:330][INFO] Epoch [124/200] Train Loss: 1.0434 (CE 0.6546, Con 0.1206, RegionCon 3.7668, Reg 0.000000) | Train Acc: 0.7878 | Test Acc: 0.7468 | LR: 0.000016
[2025-09-18 19:34:39,061][contrast_train.py][line:330][INFO] Epoch [125/200] Train Loss: 1.0358 (CE 0.6461, Con 0.1253, RegionCon 3.7710, Reg 0.000000) | Train Acc: 0.7906 | Test Acc: 0.7593 | LR: 0.000016
[2025-09-18 19:38:25,317][contrast_train.py][line:330][INFO] Epoch [126/200] Train Loss: 1.0435 (CE 0.6539, Con 0.1245, RegionCon 3.7717, Reg 0.000000) | Train Acc: 0.7899 | Test Acc: 0.7516 | LR: 0.000016
[2025-09-18 19:42:11,777][contrast_train.py][line:330][INFO] Epoch [127/200] Train Loss: 1.0369 (CE 0.6481, Con 0.1227, RegionCon 3.7649, Reg 0.000000) | Train Acc: 0.7886 | Test Acc: 0.7581 | LR: 0.000016
[2025-09-18 19:45:58,167][contrast_train.py][line:330][INFO] Epoch [128/200] Train Loss: 1.0249 (CE 0.6362, Con 0.1214, RegionCon 3.7660, Reg 0.000000) | Train Acc: 0.7980 | Test Acc: 0.7541 | LR: 0.000016
[2025-09-18 19:49:44,603][contrast_train.py][line:330][INFO] Epoch [129/200] Train Loss: 1.0298 (CE 0.6412, Con 0.1189, RegionCon 3.7671, Reg 0.000000) | Train Acc: 0.7980 | Test Acc: 0.7512 | LR: 0.000016
[2025-09-18 19:53:29,937][contrast_train.py][line:330][INFO] Epoch [130/200] Train Loss: 1.0375 (CE 0.6486, Con 0.1209, RegionCon 3.7683, Reg 0.000000) | Train Acc: 0.7906 | Test Acc: 0.7508 | LR: 0.000016
[2025-09-18 19:57:15,290][contrast_train.py][line:330][INFO] Epoch [131/200] Train Loss: 1.0428 (CE 0.6542, Con 0.1209, RegionCon 3.7651, Reg 0.000000) | Train Acc: 0.7912 | Test Acc: 0.7500 | LR: 0.000016
[2025-09-18 20:01:01,149][contrast_train.py][line:330][INFO] Epoch [132/200] Train Loss: 1.0262 (CE 0.6371, Con 0.1238, RegionCon 3.7673, Reg 0.000000) | Train Acc: 0.7937 | Test Acc: 0.7476 | LR: 0.000016
[2025-09-18 20:04:47,238][contrast_train.py][line:330][INFO] Epoch [133/200] Train Loss: 1.0344 (CE 0.6456, Con 0.1229, RegionCon 3.7647, Reg 0.000000) | Train Acc: 0.7930 | Test Acc: 0.7492 | LR: 0.000016
[2025-09-18 20:08:33,738][contrast_train.py][line:330][INFO] Epoch [134/200] Train Loss: 1.0358 (CE 0.6476, Con 0.1138, RegionCon 3.7680, Reg 0.000000) | Train Acc: 0.7927 | Test Acc: 0.7468 | LR: 0.000016
[2025-09-18 20:12:19,801][contrast_train.py][line:330][INFO] Epoch [135/200] Train Loss: 1.0300 (CE 0.6407, Con 0.1266, RegionCon 3.7665, Reg 0.000000) | Train Acc: 0.7960 | Test Acc: 0.7613 | LR: 0.000016
[2025-09-18 20:16:05,520][contrast_train.py][line:330][INFO] Epoch [136/200] Train Loss: 1.0399 (CE 0.6515, Con 0.1185, RegionCon 3.7658, Reg 0.000000) | Train Acc: 0.7890 | Test Acc: 0.7549 | LR: 0.000016
[2025-09-18 20:19:51,806][contrast_train.py][line:330][INFO] Epoch [137/200] Train Loss: 1.0306 (CE 0.6419, Con 0.1218, RegionCon 3.7652, Reg 0.000000) | Train Acc: 0.7954 | Test Acc: 0.7492 | LR: 0.000016
[2025-09-18 20:23:37,356][contrast_train.py][line:330][INFO] Epoch [138/200] Train Loss: 1.0408 (CE 0.6522, Con 0.1191, RegionCon 3.7663, Reg 0.000000) | Train Acc: 0.7866 | Test Acc: 0.7484 | LR: 0.000016
[2025-09-18 20:27:23,201][contrast_train.py][line:330][INFO] Epoch [139/200] Train Loss: 1.0370 (CE 0.6477, Con 0.1203, RegionCon 3.7728, Reg 0.000000) | Train Acc: 0.7933 | Test Acc: 0.7472 | LR: 0.000016
[2025-09-18 20:31:09,385][contrast_train.py][line:330][INFO] Epoch [140/200] Train Loss: 1.0322 (CE 0.6435, Con 0.1208, RegionCon 3.7662, Reg 0.000000) | Train Acc: 0.7931 | Test Acc: 0.7423 | LR: 0.000008
[2025-09-18 20:34:55,808][contrast_train.py][line:330][INFO] Epoch [141/200] Train Loss: 1.0287 (CE 0.6395, Con 0.1288, RegionCon 3.7633, Reg 0.000000) | Train Acc: 0.7938 | Test Acc: 0.7492 | LR: 0.000008
[2025-09-18 20:38:42,329][contrast_train.py][line:330][INFO] Epoch [142/200] Train Loss: 1.0288 (CE 0.6386, Con 0.1272, RegionCon 3.7747, Reg 0.000000) | Train Acc: 0.7937 | Test Acc: 0.7589 | LR: 0.000008
[2025-09-18 20:42:33,010][contrast_train.py][line:330][INFO] Epoch [143/200] Train Loss: 1.0258 (CE 0.6369, Con 0.1226, RegionCon 3.7664, Reg 0.000000) | Train Acc: 0.7943 | Test Acc: 0.7468 | LR: 0.000008
[2025-09-18 20:46:18,606][contrast_train.py][line:330][INFO] Epoch [144/200] Train Loss: 1.0208 (CE 0.6320, Con 0.1216, RegionCon 3.7662, Reg 0.000000) | Train Acc: 0.7954 | Test Acc: 0.7565 | LR: 0.000008
[2025-09-18 20:50:04,204][contrast_train.py][line:330][INFO] Epoch [145/200] Train Loss: 1.0274 (CE 0.6387, Con 0.1212, RegionCon 3.7666, Reg 0.000000) | Train Acc: 0.7928 | Test Acc: 0.7484 | LR: 0.000008
[2025-09-18 20:53:49,674][contrast_train.py][line:330][INFO] Epoch [146/200] Train Loss: 1.0380 (CE 0.6485, Con 0.1281, RegionCon 3.7666, Reg 0.000000) | Train Acc: 0.7931 | Test Acc: 0.7472 | LR: 0.000008
[2025-09-18 20:57:36,301][contrast_train.py][line:330][INFO] Epoch [147/200] Train Loss: 1.0271 (CE 0.6383, Con 0.1215, RegionCon 3.7662, Reg 0.000000) | Train Acc: 0.7921 | Test Acc: 0.7528 | LR: 0.000008
[2025-09-18 21:01:23,050][contrast_train.py][line:330][INFO] Epoch [148/200] Train Loss: 1.0213 (CE 0.6331, Con 0.1206, RegionCon 3.7613, Reg 0.000000) | Train Acc: 0.7989 | Test Acc: 0.7545 | LR: 0.000008
[2025-09-18 21:05:11,329][contrast_train.py][line:330][INFO] Epoch [149/200] Train Loss: 1.0287 (CE 0.6393, Con 0.1217, RegionCon 3.7727, Reg 0.000000) | Train Acc: 0.7979 | Test Acc: 0.7573 | LR: 0.000008
[2025-09-18 21:08:57,191][contrast_train.py][line:330][INFO] Epoch [150/200] Train Loss: 1.0109 (CE 0.6225, Con 0.1224, RegionCon 3.7616, Reg 0.000000) | Train Acc: 0.7993 | Test Acc: 0.7553 | LR: 0.000008
[2025-09-18 21:12:43,164][contrast_train.py][line:330][INFO] Epoch [151/200] Train Loss: 1.0138 (CE 0.6251, Con 0.1184, RegionCon 3.7687, Reg 0.000000) | Train Acc: 0.7985 | Test Acc: 0.7500 | LR: 0.000008
[2025-09-18 21:16:29,721][contrast_train.py][line:330][INFO] Epoch [152/200] Train Loss: 1.0336 (CE 0.6453, Con 0.1186, RegionCon 3.7651, Reg 0.000000) | Train Acc: 0.7952 | Test Acc: 0.7464 | LR: 0.000008
[2025-09-18 21:20:17,775][contrast_train.py][line:330][INFO] Epoch [153/200] Train Loss: 1.0303 (CE 0.6415, Con 0.1190, RegionCon 3.7687, Reg 0.000000) | Train Acc: 0.7961 | Test Acc: 0.7459 | LR: 0.000008
[2025-09-18 21:24:03,865][contrast_train.py][line:330][INFO] Epoch [154/200] Train Loss: 1.0263 (CE 0.6373, Con 0.1170, RegionCon 3.7727, Reg 0.000000) | Train Acc: 0.7947 | Test Acc: 0.7581 | LR: 0.000008
[2025-09-18 21:27:51,598][contrast_train.py][line:330][INFO] Epoch [155/200] Train Loss: 1.0329 (CE 0.6438, Con 0.1209, RegionCon 3.7701, Reg 0.000000) | Train Acc: 0.7906 | Test Acc: 0.7541 | LR: 0.000008
[2025-09-18 21:31:38,181][contrast_train.py][line:330][INFO] Epoch [156/200] Train Loss: 1.0173 (CE 0.6288, Con 0.1201, RegionCon 3.7649, Reg 0.000000) | Train Acc: 0.7976 | Test Acc: 0.7512 | LR: 0.000008
[2025-09-18 21:35:24,708][contrast_train.py][line:330][INFO] Epoch [157/200] Train Loss: 1.0205 (CE 0.6317, Con 0.1225, RegionCon 3.7650, Reg 0.000000) | Train Acc: 0.8051 | Test Acc: 0.7423 | LR: 0.000008
[2025-09-18 21:39:12,993][contrast_train.py][line:330][INFO] Epoch [158/200] Train Loss: 1.0214 (CE 0.6332, Con 0.1137, RegionCon 3.7686, Reg 0.000000) | Train Acc: 0.7953 | Test Acc: 0.7492 | LR: 0.000008
[2025-09-18 21:42:58,776][contrast_train.py][line:330][INFO] Epoch [159/200] Train Loss: 1.0289 (CE 0.6394, Con 0.1276, RegionCon 3.7673, Reg 0.000000) | Train Acc: 0.7922 | Test Acc: 0.7520 | LR: 0.000008
[2025-09-18 21:46:47,810][contrast_train.py][line:330][INFO] Epoch [160/200] Train Loss: 1.0238 (CE 0.6339, Con 0.1206, RegionCon 3.7786, Reg 0.000000) | Train Acc: 0.7984 | Test Acc: 0.7496 | LR: 0.000004
[2025-09-18 21:50:33,740][contrast_train.py][line:330][INFO] Epoch [161/200] Train Loss: 1.0147 (CE 0.6262, Con 0.1185, RegionCon 3.7664, Reg 0.000000) | Train Acc: 0.7963 | Test Acc: 0.7480 | LR: 0.000004
[2025-09-18 21:54:19,016][contrast_train.py][line:330][INFO] Epoch [162/200] Train Loss: 1.0196 (CE 0.6321, Con 0.1154, RegionCon 3.7598, Reg 0.000000) | Train Acc: 0.7969 | Test Acc: 0.7520 | LR: 0.000004
[2025-09-18 21:58:05,178][contrast_train.py][line:330][INFO] Epoch [163/200] Train Loss: 1.0262 (CE 0.6366, Con 0.1232, RegionCon 3.7736, Reg 0.000000) | Train Acc: 0.7959 | Test Acc: 0.7613 | LR: 0.000004
[2025-09-18 22:01:50,699][contrast_train.py][line:330][INFO] Epoch [164/200] Train Loss: 1.0173 (CE 0.6289, Con 0.1246, RegionCon 3.7598, Reg 0.000000) | Train Acc: 0.7987 | Test Acc: 0.7512 | LR: 0.000004
[2025-09-18 22:05:36,303][contrast_train.py][line:330][INFO] Epoch [165/200] Train Loss: 1.0248 (CE 0.6361, Con 0.1233, RegionCon 3.7630, Reg 0.000000) | Train Acc: 0.7978 | Test Acc: 0.7455 | LR: 0.000004
[2025-09-18 22:09:22,947][contrast_train.py][line:330][INFO] Epoch [166/200] Train Loss: 1.0189 (CE 0.6313, Con 0.1113, RegionCon 3.7650, Reg 0.000000) | Train Acc: 0.7981 | Test Acc: 0.7435 | LR: 0.000004
[2025-09-18 22:13:08,050][contrast_train.py][line:330][INFO] Epoch [167/200] Train Loss: 1.0138 (CE 0.6260, Con 0.1189, RegionCon 3.7588, Reg 0.000000) | Train Acc: 0.8001 | Test Acc: 0.7532 | LR: 0.000004
[2025-09-18 22:16:53,602][contrast_train.py][line:330][INFO] Epoch [168/200] Train Loss: 1.0171 (CE 0.6295, Con 0.1180, RegionCon 3.7588, Reg 0.000000) | Train Acc: 0.7939 | Test Acc: 0.7464 | LR: 0.000004
[2025-09-18 22:20:39,100][contrast_train.py][line:330][INFO] Epoch [169/200] Train Loss: 1.0247 (CE 0.6358, Con 0.1202, RegionCon 3.7685, Reg 0.000000) | Train Acc: 0.7927 | Test Acc: 0.7415 | LR: 0.000004
[2025-09-18 22:24:24,439][contrast_train.py][line:330][INFO] Epoch [170/200] Train Loss: 1.0224 (CE 0.6334, Con 0.1227, RegionCon 3.7664, Reg 0.000000) | Train Acc: 0.7960 | Test Acc: 0.7500 | LR: 0.000004
[2025-09-18 22:28:10,244][contrast_train.py][line:330][INFO] Epoch [171/200] Train Loss: 1.0208 (CE 0.6326, Con 0.1162, RegionCon 3.7652, Reg 0.000000) | Train Acc: 0.7999 | Test Acc: 0.7447 | LR: 0.000004
[2025-09-18 22:31:56,583][contrast_train.py][line:330][INFO] Epoch [172/200] Train Loss: 1.0266 (CE 0.6374, Con 0.1215, RegionCon 3.7709, Reg 0.000000) | Train Acc: 0.7946 | Test Acc: 0.7464 | LR: 0.000004
[2025-09-18 22:35:42,692][contrast_train.py][line:330][INFO] Epoch [173/200] Train Loss: 1.0207 (CE 0.6319, Con 0.1179, RegionCon 3.7700, Reg 0.000000) | Train Acc: 0.7961 | Test Acc: 0.7569 | LR: 0.000004
[2025-09-18 22:39:28,150][contrast_train.py][line:330][INFO] Epoch [174/200] Train Loss: 1.0220 (CE 0.6331, Con 0.1247, RegionCon 3.7642, Reg 0.000000) | Train Acc: 0.7987 | Test Acc: 0.7500 | LR: 0.000004
[2025-09-18 22:43:15,907][contrast_train.py][line:330][INFO] Epoch [175/200] Train Loss: 1.0180 (CE 0.6287, Con 0.1225, RegionCon 3.7708, Reg 0.000000) | Train Acc: 0.7999 | Test Acc: 0.7516 | LR: 0.000004
[2025-09-18 22:47:02,330][contrast_train.py][line:330][INFO] Epoch [176/200] Train Loss: 1.0321 (CE 0.6428, Con 0.1168, RegionCon 3.7768, Reg 0.000000) | Train Acc: 0.7918 | Test Acc: 0.7496 | LR: 0.000004
[2025-09-18 22:50:47,793][contrast_train.py][line:330][INFO] Epoch [177/200] Train Loss: 1.0167 (CE 0.6282, Con 0.1143, RegionCon 3.7705, Reg 0.000000) | Train Acc: 0.7961 | Test Acc: 0.7512 | LR: 0.000004
[2025-09-18 22:54:34,597][contrast_train.py][line:330][INFO] Epoch [178/200] Train Loss: 1.0273 (CE 0.6387, Con 0.1217, RegionCon 3.7647, Reg 0.000000) | Train Acc: 0.7956 | Test Acc: 0.7439 | LR: 0.000004
[2025-09-18 22:58:19,887][contrast_train.py][line:330][INFO] Epoch [179/200] Train Loss: 1.0227 (CE 0.6344, Con 0.1187, RegionCon 3.7647, Reg 0.000000) | Train Acc: 0.7980 | Test Acc: 0.7500 | LR: 0.000004
[2025-09-18 23:02:05,599][contrast_train.py][line:330][INFO] Epoch [180/200] Train Loss: 1.0246 (CE 0.6353, Con 0.1186, RegionCon 3.7752, Reg 0.000000) | Train Acc: 0.7941 | Test Acc: 0.7618 | LR: 0.000002
[2025-09-18 23:05:52,594][contrast_train.py][line:330][INFO] Epoch [181/200] Train Loss: 1.0176 (CE 0.6296, Con 0.1171, RegionCon 3.7635, Reg 0.000000) | Train Acc: 0.7969 | Test Acc: 0.7512 | LR: 0.000002
[2025-09-18 23:09:40,343][contrast_train.py][line:330][INFO] Epoch [182/200] Train Loss: 1.0295 (CE 0.6406, Con 0.1242, RegionCon 3.7646, Reg 0.000000) | Train Acc: 0.7935 | Test Acc: 0.7443 | LR: 0.000002
[2025-09-18 23:13:27,194][contrast_train.py][line:330][INFO] Epoch [183/200] Train Loss: 1.0273 (CE 0.6384, Con 0.1272, RegionCon 3.7616, Reg 0.000000) | Train Acc: 0.7918 | Test Acc: 0.7536 | LR: 0.000002
[2025-09-18 23:17:12,862][contrast_train.py][line:330][INFO] Epoch [184/200] Train Loss: 1.0300 (CE 0.6423, Con 0.1123, RegionCon 3.7643, Reg 0.000000) | Train Acc: 0.7928 | Test Acc: 0.7447 | LR: 0.000002
[2025-09-18 23:20:58,347][contrast_train.py][line:330][INFO] Epoch [185/200] Train Loss: 1.0137 (CE 0.6265, Con 0.1167, RegionCon 3.7560, Reg 0.000000) | Train Acc: 0.7965 | Test Acc: 0.7512 | LR: 0.000002
