[2025-09-22 13:29:59,434][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='GroupContrastWithFeatureTransform', feature_transform=True, gamma=0.5, gpu_id='1', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=True, use_region_contrast=True, workers=4)
[2025-09-22 13:29:59,435][contrast_train.py][line:240][INFO] model params: 3.766769 M
[2025-09-22 13:29:59,435][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fstn): STNkd(
      (conv1): Conv1d(64, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=4096, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-22 13:33:52,064][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 3.8079 (CE 3.0581, Con 2.7856, RegionCon 4.1282, Reg 0.058428) | Train Acc: 0.1811 | Test Acc: 0.2338 | LR: 0.001000
[2025-09-22 18:40:16,723][contrast_train.py][line:330][INFO] Epoch [081/200] Train Loss: 0.8835 (CE 0.5357, Con 0.1004, RegionCon 3.2859, Reg 0.009181) | Train Acc: 0.8261 | Test Acc: 0.8144 | LR: 0.000063
[2025-09-22 18:44:08,502][contrast_train.py][line:330][INFO] Epoch [082/200] Train Loss: 0.8769 (CE 0.5311, Con 0.0963, RegionCon 3.2734, Reg 0.008858) | Train Acc: 0.8236 | Test Acc: 0.8132 | LR: 0.000063
[2025-09-22 18:47:58,972][contrast_train.py][line:330][INFO] Epoch [083/200] Train Loss: 0.8716 (CE 0.5250, Con 0.0946, RegionCon 3.2795, Reg 0.009210) | Train Acc: 0.8264 | Test Acc: 0.8201 | LR: 0.000063
[2025-09-22 18:51:49,935][contrast_train.py][line:330][INFO] Epoch [084/200] Train Loss: 0.8689 (CE 0.5221, Con 0.0929, RegionCon 3.2841, Reg 0.009048) | Train Acc: 0.8335 | Test Acc: 0.8181 | LR: 0.000063
[2025-09-22 18:55:38,769][contrast_train.py][line:330][INFO] Epoch [085/200] Train Loss: 0.8756 (CE 0.5289, Con 0.0928, RegionCon 3.2822, Reg 0.009234) | Train Acc: 0.8300 | Test Acc: 0.8148 | LR: 0.000063
[2025-09-22 18:59:28,143][contrast_train.py][line:330][INFO] Epoch [086/200] Train Loss: 0.8656 (CE 0.5193, Con 0.0972, RegionCon 3.2771, Reg 0.008851) | Train Acc: 0.8308 | Test Acc: 0.8193 | LR: 0.000063
[2025-09-22 19:03:17,773][contrast_train.py][line:330][INFO] Epoch [087/200] Train Loss: 0.8596 (CE 0.5144, Con 0.0856, RegionCon 3.2791, Reg 0.008723) | Train Acc: 0.8300 | Test Acc: 0.8217 | LR: 0.000063
[2025-09-22 19:07:08,224][contrast_train.py][line:330][INFO] Epoch [088/200] Train Loss: 0.8485 (CE 0.5027, Con 0.0904, RegionCon 3.2790, Reg 0.008889) | Train Acc: 0.8336 | Test Acc: 0.8132 | LR: 0.000063
[2025-09-22 19:10:57,431][contrast_train.py][line:330][INFO] Epoch [089/200] Train Loss: 0.8569 (CE 0.5122, Con 0.0902, RegionCon 3.2679, Reg 0.008896) | Train Acc: 0.8287 | Test Acc: 0.8169 | LR: 0.000063
[2025-09-22 19:14:46,792][contrast_train.py][line:330][INFO] Epoch [090/200] Train Loss: 0.8578 (CE 0.5117, Con 0.0921, RegionCon 3.2819, Reg 0.008719) | Train Acc: 0.8326 | Test Acc: 0.8254 | LR: 0.000063
[2025-09-22 19:18:37,590][contrast_train.py][line:330][INFO] Epoch [091/200] Train Loss: 0.8518 (CE 0.5066, Con 0.0889, RegionCon 3.2750, Reg 0.008770) | Train Acc: 0.8369 | Test Acc: 0.8160 | LR: 0.000063
[2025-09-22 19:22:28,655][contrast_train.py][line:330][INFO] Epoch [092/200] Train Loss: 0.8571 (CE 0.5128, Con 0.0893, RegionCon 3.2678, Reg 0.008592) | Train Acc: 0.8328 | Test Acc: 0.8148 | LR: 0.000063
[2025-09-22 19:26:21,312][contrast_train.py][line:330][INFO] Epoch [093/200] Train Loss: 0.8533 (CE 0.5087, Con 0.0946, RegionCon 3.2656, Reg 0.008615) | Train Acc: 0.8352 | Test Acc: 0.8160 | LR: 0.000063
[2025-09-22 19:30:13,066][contrast_train.py][line:330][INFO] Epoch [094/200] Train Loss: 0.8459 (CE 0.5001, Con 0.0909, RegionCon 3.2792, Reg 0.008770) | Train Acc: 0.8404 | Test Acc: 0.8027 | LR: 0.000063
[2025-09-22 19:34:04,020][contrast_train.py][line:330][INFO] Epoch [095/200] Train Loss: 0.8449 (CE 0.5000, Con 0.0912, RegionCon 3.2705, Reg 0.008709) | Train Acc: 0.8390 | Test Acc: 0.8108 | LR: 0.000063
[2025-09-22 19:37:57,343][contrast_train.py][line:330][INFO] Epoch [096/200] Train Loss: 0.8490 (CE 0.5043, Con 0.0847, RegionCon 3.2749, Reg 0.008734) | Train Acc: 0.8345 | Test Acc: 0.8189 | LR: 0.000063
[2025-09-22 19:41:49,457][contrast_train.py][line:330][INFO] Epoch [097/200] Train Loss: 0.8425 (CE 0.4989, Con 0.0911, RegionCon 3.2602, Reg 0.008427) | Train Acc: 0.8380 | Test Acc: 0.8132 | LR: 0.000063
[2025-09-22 19:45:42,875][contrast_train.py][line:330][INFO] Epoch [098/200] Train Loss: 0.8554 (CE 0.5092, Con 0.0922, RegionCon 3.2836, Reg 0.008674) | Train Acc: 0.8359 | Test Acc: 0.8205 | LR: 0.000063
[2025-09-22 19:49:33,244][contrast_train.py][line:330][INFO] Epoch [099/200] Train Loss: 0.8446 (CE 0.5008, Con 0.0883, RegionCon 3.2649, Reg 0.008435) | Train Acc: 0.8339 | Test Acc: 0.8213 | LR: 0.000063
[2025-09-22 19:53:24,937][contrast_train.py][line:330][INFO] Epoch [100/200] Train Loss: 0.8500 (CE 0.5051, Con 0.0915, RegionCon 3.2706, Reg 0.008654) | Train Acc: 0.8350 | Test Acc: 0.8209 | LR: 0.000031
[2025-09-22 19:57:16,690][contrast_train.py][line:330][INFO] Epoch [101/200] Train Loss: 0.8320 (CE 0.4876, Con 0.0869, RegionCon 3.2712, Reg 0.008639) | Train Acc: 0.8394 | Test Acc: 0.8237 | LR: 0.000031
[2025-09-22 20:01:08,240][contrast_train.py][line:330][INFO] Epoch [102/200] Train Loss: 0.8258 (CE 0.4824, Con 0.0817, RegionCon 3.2666, Reg 0.008628) | Train Acc: 0.8406 | Test Acc: 0.8241 | LR: 0.000031
[2025-09-22 20:04:59,399][contrast_train.py][line:330][INFO] Epoch [103/200] Train Loss: 0.8301 (CE 0.4859, Con 0.0843, RegionCon 3.2716, Reg 0.008564) | Train Acc: 0.8458 | Test Acc: 0.8229 | LR: 0.000031
[2025-09-22 20:08:50,215][contrast_train.py][line:330][INFO] Epoch [104/200] Train Loss: 0.8312 (CE 0.4882, Con 0.0807, RegionCon 3.2646, Reg 0.008505) | Train Acc: 0.8415 | Test Acc: 0.8140 | LR: 0.000031
[2025-09-22 20:12:57,974][contrast_train.py][line:330][INFO] Epoch [105/200] Train Loss: 0.8198 (CE 0.4763, Con 0.0849, RegionCon 3.2657, Reg 0.008533) | Train Acc: 0.8421 | Test Acc: 0.8241 | LR: 0.000031
[2025-09-22 20:16:51,859][contrast_train.py][line:330][INFO] Epoch [106/200] Train Loss: 0.8265 (CE 0.4842, Con 0.0770, RegionCon 3.2596, Reg 0.008624) | Train Acc: 0.8408 | Test Acc: 0.8274 | LR: 0.000031
[2025-09-22 20:20:43,654][contrast_train.py][line:330][INFO] Epoch [107/200] Train Loss: 0.8358 (CE 0.4925, Con 0.0823, RegionCon 3.2668, Reg 0.008380) | Train Acc: 0.8398 | Test Acc: 0.8221 | LR: 0.000031
[2025-09-22 20:24:36,933][contrast_train.py][line:330][INFO] Epoch [108/200] Train Loss: 0.8272 (CE 0.4844, Con 0.0827, RegionCon 3.2622, Reg 0.008268) | Train Acc: 0.8388 | Test Acc: 0.8205 | LR: 0.000031
[2025-09-22 20:28:30,309][contrast_train.py][line:330][INFO] Epoch [109/200] Train Loss: 0.8157 (CE 0.4727, Con 0.0815, RegionCon 3.2647, Reg 0.008329) | Train Acc: 0.8463 | Test Acc: 0.8229 | LR: 0.000031
[2025-09-22 20:32:21,155][contrast_train.py][line:330][INFO] Epoch [110/200] Train Loss: 0.8199 (CE 0.4759, Con 0.0823, RegionCon 3.2742, Reg 0.008281) | Train Acc: 0.8416 | Test Acc: 0.8128 | LR: 0.000031
[2025-09-22 20:36:11,795][contrast_train.py][line:330][INFO] Epoch [111/200] Train Loss: 0.8238 (CE 0.4805, Con 0.0823, RegionCon 3.2668, Reg 0.008355) | Train Acc: 0.8442 | Test Acc: 0.8205 | LR: 0.000031
[2025-09-22 20:40:07,024][contrast_train.py][line:330][INFO] Epoch [112/200] Train Loss: 0.8187 (CE 0.4750, Con 0.0809, RegionCon 3.2718, Reg 0.008464) | Train Acc: 0.8485 | Test Acc: 0.8197 | LR: 0.000031
[2025-09-22 20:43:57,453][contrast_train.py][line:330][INFO] Epoch [113/200] Train Loss: 0.8206 (CE 0.4768, Con 0.0843, RegionCon 3.2724, Reg 0.008198) | Train Acc: 0.8461 | Test Acc: 0.8233 | LR: 0.000031
[2025-09-22 20:47:49,622][contrast_train.py][line:330][INFO] Epoch [114/200] Train Loss: 0.8213 (CE 0.4777, Con 0.0858, RegionCon 3.2678, Reg 0.008258) | Train Acc: 0.8423 | Test Acc: 0.8128 | LR: 0.000031
[2025-09-22 20:51:45,382][contrast_train.py][line:330][INFO] Epoch [115/200] Train Loss: 0.8183 (CE 0.4750, Con 0.0840, RegionCon 3.2683, Reg 0.008081) | Train Acc: 0.8416 | Test Acc: 0.8189 | LR: 0.000031
[2025-09-22 20:55:37,658][contrast_train.py][line:330][INFO] Epoch [116/200] Train Loss: 0.8234 (CE 0.4803, Con 0.0772, RegionCon 3.2694, Reg 0.008430) | Train Acc: 0.8413 | Test Acc: 0.8258 | LR: 0.000031
[2025-09-22 20:59:31,523][contrast_train.py][line:330][INFO] Epoch [117/200] Train Loss: 0.8172 (CE 0.4737, Con 0.0805, RegionCon 3.2712, Reg 0.008341) | Train Acc: 0.8458 | Test Acc: 0.8209 | LR: 0.000031
[2025-09-22 21:03:22,243][contrast_train.py][line:330][INFO] Epoch [118/200] Train Loss: 0.8223 (CE 0.4790, Con 0.0837, RegionCon 3.2659, Reg 0.008369) | Train Acc: 0.8424 | Test Acc: 0.8213 | LR: 0.000031
[2025-09-22 21:07:13,298][contrast_train.py][line:330][INFO] Epoch [119/200] Train Loss: 0.8055 (CE 0.4621, Con 0.0806, RegionCon 3.2720, Reg 0.008227) | Train Acc: 0.8513 | Test Acc: 0.8266 | LR: 0.000031
[2025-09-22 21:11:03,522][contrast_train.py][line:330][INFO] Epoch [120/200] Train Loss: 0.8121 (CE 0.4691, Con 0.0852, RegionCon 3.2590, Reg 0.008516) | Train Acc: 0.8417 | Test Acc: 0.8274 | LR: 0.000016
[2025-09-22 21:14:54,641][contrast_train.py][line:330][INFO] Epoch [121/200] Train Loss: 0.8179 (CE 0.4751, Con 0.0830, RegionCon 3.2606, Reg 0.008466) | Train Acc: 0.8456 | Test Acc: 0.8165 | LR: 0.000016
[2025-09-22 21:18:47,003][contrast_train.py][line:330][INFO] Epoch [122/200] Train Loss: 0.8075 (CE 0.4657, Con 0.0775, RegionCon 3.2596, Reg 0.008106) | Train Acc: 0.8452 | Test Acc: 0.8290 | LR: 0.000016
[2025-09-22 21:22:37,918][contrast_train.py][line:330][INFO] Epoch [123/200] Train Loss: 0.7999 (CE 0.4567, Con 0.0826, RegionCon 3.2673, Reg 0.008251) | Train Acc: 0.8520 | Test Acc: 0.8250 | LR: 0.000016
[2025-09-22 21:26:29,636][contrast_train.py][line:330][INFO] Epoch [124/200] Train Loss: 0.8174 (CE 0.4739, Con 0.0848, RegionCon 3.2687, Reg 0.008177) | Train Acc: 0.8440 | Test Acc: 0.8266 | LR: 0.000016
[2025-09-22 21:30:21,739][contrast_train.py][line:330][INFO] Epoch [125/200] Train Loss: 0.8089 (CE 0.4652, Con 0.0801, RegionCon 3.2735, Reg 0.008321) | Train Acc: 0.8483 | Test Acc: 0.8290 | LR: 0.000016
[2025-09-22 21:34:13,832][contrast_train.py][line:330][INFO] Epoch [126/200] Train Loss: 0.8075 (CE 0.4649, Con 0.0773, RegionCon 3.2680, Reg 0.008143) | Train Acc: 0.8479 | Test Acc: 0.8371 | LR: 0.000016
[2025-09-22 21:38:08,098][contrast_train.py][line:330][INFO] Epoch [127/200] Train Loss: 0.8104 (CE 0.4680, Con 0.0771, RegionCon 3.2652, Reg 0.008159) | Train Acc: 0.8498 | Test Acc: 0.8314 | LR: 0.000016
[2025-09-22 21:42:01,763][contrast_train.py][line:330][INFO] Epoch [128/200] Train Loss: 0.8173 (CE 0.4734, Con 0.0812, RegionCon 3.2746, Reg 0.008351) | Train Acc: 0.8483 | Test Acc: 0.8270 | LR: 0.000016
[2025-09-22 21:45:54,932][contrast_train.py][line:330][INFO] Epoch [129/200] Train Loss: 0.8053 (CE 0.4622, Con 0.0823, RegionCon 3.2670, Reg 0.008166) | Train Acc: 0.8451 | Test Acc: 0.8225 | LR: 0.000016
[2025-09-22 21:49:48,454][contrast_train.py][line:330][INFO] Epoch [130/200] Train Loss: 0.8006 (CE 0.4575, Con 0.0812, RegionCon 3.2673, Reg 0.008260) | Train Acc: 0.8501 | Test Acc: 0.8266 | LR: 0.000016
[2025-09-22 21:53:43,613][contrast_train.py][line:330][INFO] Epoch [131/200] Train Loss: 0.8055 (CE 0.4626, Con 0.0803, RegionCon 3.2661, Reg 0.008344) | Train Acc: 0.8446 | Test Acc: 0.8314 | LR: 0.000016
[2025-09-22 21:57:38,951][contrast_train.py][line:330][INFO] Epoch [132/200] Train Loss: 0.8062 (CE 0.4634, Con 0.0775, RegionCon 3.2672, Reg 0.008279) | Train Acc: 0.8447 | Test Acc: 0.8250 | LR: 0.000016
[2025-09-22 22:01:32,485][contrast_train.py][line:330][INFO] Epoch [133/200] Train Loss: 0.7998 (CE 0.4563, Con 0.0797, RegionCon 3.2714, Reg 0.008350) | Train Acc: 0.8505 | Test Acc: 0.8274 | LR: 0.000016
[2025-09-22 22:05:25,535][contrast_train.py][line:330][INFO] Epoch [134/200] Train Loss: 0.7999 (CE 0.4569, Con 0.0826, RegionCon 3.2671, Reg 0.007989) | Train Acc: 0.8454 | Test Acc: 0.8282 | LR: 0.000016
[2025-09-22 22:09:19,343][contrast_train.py][line:330][INFO] Epoch [135/200] Train Loss: 0.8078 (CE 0.4649, Con 0.0808, RegionCon 3.2681, Reg 0.008029) | Train Acc: 0.8489 | Test Acc: 0.8217 | LR: 0.000016
[2025-09-22 22:13:12,390][contrast_train.py][line:330][INFO] Epoch [136/200] Train Loss: 0.8032 (CE 0.4627, Con 0.0736, RegionCon 3.2496, Reg 0.008203) | Train Acc: 0.8504 | Test Acc: 0.8140 | LR: 0.000016
[2025-09-22 22:17:04,554][contrast_train.py][line:330][INFO] Epoch [137/200] Train Loss: 0.8072 (CE 0.4637, Con 0.0795, RegionCon 3.2732, Reg 0.008162) | Train Acc: 0.8483 | Test Acc: 0.8323 | LR: 0.000016
[2025-09-22 22:20:56,088][contrast_train.py][line:330][INFO] Epoch [138/200] Train Loss: 0.8021 (CE 0.4579, Con 0.0830, RegionCon 3.2746, Reg 0.008382) | Train Acc: 0.8489 | Test Acc: 0.8274 | LR: 0.000016
[2025-09-22 22:24:48,542][contrast_train.py][line:330][INFO] Epoch [139/200] Train Loss: 0.8075 (CE 0.4651, Con 0.0857, RegionCon 3.2579, Reg 0.007990) | Train Acc: 0.8497 | Test Acc: 0.8298 | LR: 0.000016
[2025-09-22 22:28:39,941][contrast_train.py][line:330][INFO] Epoch [140/200] Train Loss: 0.8011 (CE 0.4588, Con 0.0845, RegionCon 3.2577, Reg 0.008136) | Train Acc: 0.8507 | Test Acc: 0.8314 | LR: 0.000008
[2025-09-22 22:32:33,829][contrast_train.py][line:330][INFO] Epoch [141/200] Train Loss: 0.7956 (CE 0.4531, Con 0.0795, RegionCon 3.2657, Reg 0.008026) | Train Acc: 0.8521 | Test Acc: 0.8306 | LR: 0.000008
[2025-09-22 22:36:27,147][contrast_train.py][line:330][INFO] Epoch [142/200] Train Loss: 0.8052 (CE 0.4625, Con 0.0815, RegionCon 3.2642, Reg 0.008168) | Train Acc: 0.8480 | Test Acc: 0.8262 | LR: 0.000008
[2025-09-22 22:40:18,727][contrast_train.py][line:330][INFO] Epoch [143/200] Train Loss: 0.7930 (CE 0.4511, Con 0.0736, RegionCon 3.2648, Reg 0.008009) | Train Acc: 0.8532 | Test Acc: 0.8233 | LR: 0.000008
[2025-09-22 22:44:08,908][contrast_train.py][line:330][INFO] Epoch [144/200] Train Loss: 0.8039 (CE 0.4613, Con 0.0839, RegionCon 3.2618, Reg 0.008122) | Train Acc: 0.8499 | Test Acc: 0.8246 | LR: 0.000008
[2025-09-22 22:48:00,533][contrast_train.py][line:330][INFO] Epoch [145/200] Train Loss: 0.7859 (CE 0.4436, Con 0.0761, RegionCon 3.2652, Reg 0.008206) | Train Acc: 0.8527 | Test Acc: 0.8335 | LR: 0.000008
[2025-09-22 22:51:55,065][contrast_train.py][line:330][INFO] Epoch [146/200] Train Loss: 0.8040 (CE 0.4609, Con 0.0848, RegionCon 3.2661, Reg 0.008007) | Train Acc: 0.8491 | Test Acc: 0.8274 | LR: 0.000008
[2025-09-22 22:55:45,466][contrast_train.py][line:330][INFO] Epoch [147/200] Train Loss: 0.7972 (CE 0.4539, Con 0.0754, RegionCon 3.2777, Reg 0.008050) | Train Acc: 0.8501 | Test Acc: 0.8306 | LR: 0.000008
[2025-09-22 22:59:36,710][contrast_train.py][line:330][INFO] Epoch [148/200] Train Loss: 0.7953 (CE 0.4544, Con 0.0729, RegionCon 3.2555, Reg 0.008047) | Train Acc: 0.8523 | Test Acc: 0.8270 | LR: 0.000008
[2025-09-22 23:03:29,123][contrast_train.py][line:330][INFO] Epoch [149/200] Train Loss: 0.7919 (CE 0.4520, Con 0.0740, RegionCon 3.2453, Reg 0.007938) | Train Acc: 0.8509 | Test Acc: 0.8173 | LR: 0.000008
[2025-09-22 23:07:19,410][contrast_train.py][line:330][INFO] Epoch [150/200] Train Loss: 0.7964 (CE 0.4543, Con 0.0787, RegionCon 3.2608, Reg 0.008114) | Train Acc: 0.8487 | Test Acc: 0.8229 | LR: 0.000008
[2025-09-22 23:11:09,626][contrast_train.py][line:330][INFO] Epoch [151/200] Train Loss: 0.8057 (CE 0.4634, Con 0.0791, RegionCon 3.2632, Reg 0.008059) | Train Acc: 0.8477 | Test Acc: 0.8250 | LR: 0.000008
[2025-09-22 23:14:59,140][contrast_train.py][line:330][INFO] Epoch [152/200] Train Loss: 0.7833 (CE 0.4420, Con 0.0736, RegionCon 3.2599, Reg 0.007898) | Train Acc: 0.8543 | Test Acc: 0.8351 | LR: 0.000008
[2025-09-22 23:18:49,200][contrast_train.py][line:330][INFO] Epoch [153/200] Train Loss: 0.8011 (CE 0.4587, Con 0.0818, RegionCon 3.2623, Reg 0.007969) | Train Acc: 0.8503 | Test Acc: 0.8262 | LR: 0.000008
[2025-09-22 23:22:38,992][contrast_train.py][line:330][INFO] Epoch [154/200] Train Loss: 0.7961 (CE 0.4531, Con 0.0832, RegionCon 3.2658, Reg 0.008132) | Train Acc: 0.8514 | Test Acc: 0.8282 | LR: 0.000008
[2025-09-22 23:26:30,124][contrast_train.py][line:330][INFO] Epoch [155/200] Train Loss: 0.7952 (CE 0.4541, Con 0.0756, RegionCon 3.2553, Reg 0.007951) | Train Acc: 0.8487 | Test Acc: 0.8310 | LR: 0.000008
[2025-09-22 23:30:20,831][contrast_train.py][line:330][INFO] Epoch [156/200] Train Loss: 0.8018 (CE 0.4583, Con 0.0819, RegionCon 3.2708, Reg 0.008161) | Train Acc: 0.8540 | Test Acc: 0.8258 | LR: 0.000008
[2025-09-22 23:34:11,863][contrast_train.py][line:330][INFO] Epoch [157/200] Train Loss: 0.7980 (CE 0.4547, Con 0.0766, RegionCon 3.2772, Reg 0.007914) | Train Acc: 0.8459 | Test Acc: 0.8314 | LR: 0.000008
[2025-09-22 23:38:03,275][contrast_train.py][line:330][INFO] Epoch [158/200] Train Loss: 0.7887 (CE 0.4466, Con 0.0789, RegionCon 3.2602, Reg 0.008097) | Train Acc: 0.8529 | Test Acc: 0.8302 | LR: 0.000008
[2025-09-22 23:41:53,991][contrast_train.py][line:330][INFO] Epoch [159/200] Train Loss: 0.7957 (CE 0.4522, Con 0.0819, RegionCon 3.2725, Reg 0.008076) | Train Acc: 0.8505 | Test Acc: 0.8266 | LR: 0.000008
[2025-09-22 23:45:45,026][contrast_train.py][line:330][INFO] Epoch [160/200] Train Loss: 0.7956 (CE 0.4545, Con 0.0754, RegionCon 3.2561, Reg 0.007982) | Train Acc: 0.8496 | Test Acc: 0.8177 | LR: 0.000004
[2025-09-22 23:49:35,919][contrast_train.py][line:330][INFO] Epoch [161/200] Train Loss: 0.7963 (CE 0.4539, Con 0.0785, RegionCon 3.2648, Reg 0.008079) | Train Acc: 0.8487 | Test Acc: 0.8327 | LR: 0.000004
[2025-09-22 23:53:27,167][contrast_train.py][line:330][INFO] Epoch [162/200] Train Loss: 0.7859 (CE 0.4445, Con 0.0737, RegionCon 3.2599, Reg 0.008040) | Train Acc: 0.8516 | Test Acc: 0.8286 | LR: 0.000004
[2025-09-22 23:57:18,633][contrast_train.py][line:330][INFO] Epoch [163/200] Train Loss: 0.8048 (CE 0.4626, Con 0.0796, RegionCon 3.2629, Reg 0.008009) | Train Acc: 0.8482 | Test Acc: 0.8306 | LR: 0.000004
[2025-09-23 00:01:10,592][contrast_train.py][line:330][INFO] Epoch [164/200] Train Loss: 0.7869 (CE 0.4459, Con 0.0770, RegionCon 3.2523, Reg 0.008088) | Train Acc: 0.8577 | Test Acc: 0.8241 | LR: 0.000004
[2025-09-23 00:05:01,689][contrast_train.py][line:330][INFO] Epoch [165/200] Train Loss: 0.7963 (CE 0.4535, Con 0.0795, RegionCon 3.2683, Reg 0.008059) | Train Acc: 0.8491 | Test Acc: 0.8290 | LR: 0.000004
[2025-09-23 00:08:51,686][contrast_train.py][line:330][INFO] Epoch [166/200] Train Loss: 0.7852 (CE 0.4431, Con 0.0796, RegionCon 3.2603, Reg 0.008050) | Train Acc: 0.8528 | Test Acc: 0.8318 | LR: 0.000004
[2025-09-23 00:12:42,247][contrast_train.py][line:330][INFO] Epoch [167/200] Train Loss: 0.7885 (CE 0.4469, Con 0.0738, RegionCon 3.2642, Reg 0.007735) | Train Acc: 0.8497 | Test Acc: 0.8250 | LR: 0.000004
[2025-09-23 00:16:32,297][contrast_train.py][line:330][INFO] Epoch [168/200] Train Loss: 0.7905 (CE 0.4481, Con 0.0708, RegionCon 3.2739, Reg 0.007933) | Train Acc: 0.8509 | Test Acc: 0.8209 | LR: 0.000004
[2025-09-23 00:20:22,977][contrast_train.py][line:330][INFO] Epoch [169/200] Train Loss: 0.7902 (CE 0.4485, Con 0.0752, RegionCon 3.2605, Reg 0.008124) | Train Acc: 0.8509 | Test Acc: 0.8335 | LR: 0.000004
[2025-09-23 00:24:12,611][contrast_train.py][line:330][INFO] Epoch [170/200] Train Loss: 0.7903 (CE 0.4481, Con 0.0724, RegionCon 3.2686, Reg 0.008022) | Train Acc: 0.8585 | Test Acc: 0.8302 | LR: 0.000004
[2025-09-23 00:28:03,675][contrast_train.py][line:330][INFO] Epoch [171/200] Train Loss: 0.7990 (CE 0.4567, Con 0.0811, RegionCon 3.2624, Reg 0.007983) | Train Acc: 0.8505 | Test Acc: 0.8318 | LR: 0.000004
[2025-09-23 00:31:53,957][contrast_train.py][line:330][INFO] Epoch [172/200] Train Loss: 0.7902 (CE 0.4479, Con 0.0774, RegionCon 3.2655, Reg 0.007955) | Train Acc: 0.8502 | Test Acc: 0.8258 | LR: 0.000004
[2025-09-23 00:35:44,250][contrast_train.py][line:330][INFO] Epoch [173/200] Train Loss: 0.7870 (CE 0.4452, Con 0.0745, RegionCon 3.2653, Reg 0.007862) | Train Acc: 0.8530 | Test Acc: 0.8335 | LR: 0.000004
[2025-09-23 00:39:35,030][contrast_train.py][line:330][INFO] Epoch [174/200] Train Loss: 0.7844 (CE 0.4433, Con 0.0745, RegionCon 3.2579, Reg 0.007871) | Train Acc: 0.8522 | Test Acc: 0.8302 | LR: 0.000004
[2025-09-23 00:43:26,411][contrast_train.py][line:330][INFO] Epoch [175/200] Train Loss: 0.7996 (CE 0.4581, Con 0.0780, RegionCon 3.2571, Reg 0.007972) | Train Acc: 0.8474 | Test Acc: 0.8266 | LR: 0.000004
