[2025-09-18 11:41:50,180][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='BaseLine', feature_transform=False, gamma=0.5, gpu_id='0', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=False, use_region_contrast=True, workers=4)
[2025-09-18 11:41:50,180][contrast_train.py][line:240][INFO] model params: 1.909425 M
[2025-09-18 11:41:50,180][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-18 11:41:58,533][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 2.9285 (CE 2.7028, Con 2.2570, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.2658 | Test Acc: 0.3096 | LR: 0.001000
[2025-09-18 11:54:39,818][contrast_train.py][line:330][INFO] Epoch [088/200] Train Loss: 0.4780 (CE 0.4626, Con 0.1543, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8495 | Test Acc: 0.8173 | LR: 0.000063
[2025-09-18 11:54:48,248][contrast_train.py][line:330][INFO] Epoch [089/200] Train Loss: 0.4812 (CE 0.4655, Con 0.1570, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8491 | Test Acc: 0.8237 | LR: 0.000063
[2025-09-18 11:54:57,903][contrast_train.py][line:330][INFO] Epoch [090/200] Train Loss: 0.4791 (CE 0.4625, Con 0.1653, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8511 | Test Acc: 0.8323 | LR: 0.000063
[2025-09-18 11:55:05,002][contrast_train.py][line:330][INFO] Epoch [091/200] Train Loss: 0.4820 (CE 0.4655, Con 0.1648, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8524 | Test Acc: 0.8290 | LR: 0.000063
[2025-09-18 11:55:12,476][contrast_train.py][line:330][INFO] Epoch [092/200] Train Loss: 0.4732 (CE 0.4572, Con 0.1596, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8493 | Test Acc: 0.8241 | LR: 0.000063
[2025-09-18 11:55:20,467][contrast_train.py][line:330][INFO] Epoch [093/200] Train Loss: 0.4650 (CE 0.4495, Con 0.1545, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8554 | Test Acc: 0.8185 | LR: 0.000063
[2025-09-18 11:55:30,001][contrast_train.py][line:330][INFO] Epoch [094/200] Train Loss: 0.4779 (CE 0.4622, Con 0.1572, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8500 | Test Acc: 0.8241 | LR: 0.000063
[2025-09-18 11:55:39,337][contrast_train.py][line:330][INFO] Epoch [095/200] Train Loss: 0.4747 (CE 0.4598, Con 0.1495, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8530 | Test Acc: 0.8298 | LR: 0.000063
[2025-09-18 11:55:47,637][contrast_train.py][line:330][INFO] Epoch [096/200] Train Loss: 0.4611 (CE 0.4463, Con 0.1480, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8559 | Test Acc: 0.8266 | LR: 0.000063
[2025-09-18 11:55:56,823][contrast_train.py][line:330][INFO] Epoch [097/200] Train Loss: 0.4651 (CE 0.4494, Con 0.1572, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8513 | Test Acc: 0.8302 | LR: 0.000063
[2025-09-18 11:56:06,423][contrast_train.py][line:330][INFO] Epoch [098/200] Train Loss: 0.4724 (CE 0.4563, Con 0.1611, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8558 | Test Acc: 0.8282 | LR: 0.000063
[2025-09-18 11:56:14,489][contrast_train.py][line:330][INFO] Epoch [099/200] Train Loss: 0.4676 (CE 0.4517, Con 0.1588, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8475 | Test Acc: 0.8205 | LR: 0.000063
[2025-09-18 11:56:23,495][contrast_train.py][line:330][INFO] Epoch [100/200] Train Loss: 0.4620 (CE 0.4465, Con 0.1558, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8525 | Test Acc: 0.8306 | LR: 0.000031
[2025-09-18 11:56:30,692][contrast_train.py][line:330][INFO] Epoch [101/200] Train Loss: 0.4584 (CE 0.4439, Con 0.1456, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8539 | Test Acc: 0.8262 | LR: 0.000031
[2025-09-18 11:56:38,920][contrast_train.py][line:330][INFO] Epoch [102/200] Train Loss: 0.4621 (CE 0.4471, Con 0.1493, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8591 | Test Acc: 0.8294 | LR: 0.000031
[2025-09-18 11:56:47,370][contrast_train.py][line:330][INFO] Epoch [103/200] Train Loss: 0.4583 (CE 0.4438, Con 0.1449, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8552 | Test Acc: 0.8298 | LR: 0.000031
[2025-09-18 11:56:56,671][contrast_train.py][line:330][INFO] Epoch [104/200] Train Loss: 0.4588 (CE 0.4441, Con 0.1471, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8582 | Test Acc: 0.8278 | LR: 0.000031
[2025-09-18 11:57:05,418][contrast_train.py][line:330][INFO] Epoch [105/200] Train Loss: 0.4543 (CE 0.4392, Con 0.1503, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8563 | Test Acc: 0.8274 | LR: 0.000031
[2025-09-18 11:57:13,202][contrast_train.py][line:330][INFO] Epoch [106/200] Train Loss: 0.4462 (CE 0.4317, Con 0.1448, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8614 | Test Acc: 0.8266 | LR: 0.000031
[2025-09-18 11:57:23,211][contrast_train.py][line:330][INFO] Epoch [107/200] Train Loss: 0.4588 (CE 0.4441, Con 0.1466, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8579 | Test Acc: 0.8250 | LR: 0.000031
[2025-09-18 11:57:32,937][contrast_train.py][line:330][INFO] Epoch [108/200] Train Loss: 0.4491 (CE 0.4345, Con 0.1461, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8550 | Test Acc: 0.8302 | LR: 0.000031
[2025-09-18 11:57:41,662][contrast_train.py][line:330][INFO] Epoch [109/200] Train Loss: 0.4437 (CE 0.4293, Con 0.1440, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8605 | Test Acc: 0.8165 | LR: 0.000031
[2025-09-18 11:57:50,634][contrast_train.py][line:330][INFO] Epoch [110/200] Train Loss: 0.4494 (CE 0.4347, Con 0.1465, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8594 | Test Acc: 0.8254 | LR: 0.000031
[2025-09-18 11:58:00,018][contrast_train.py][line:330][INFO] Epoch [111/200] Train Loss: 0.4478 (CE 0.4330, Con 0.1478, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8600 | Test Acc: 0.8266 | LR: 0.000031
[2025-09-18 11:58:09,630][contrast_train.py][line:330][INFO] Epoch [112/200] Train Loss: 0.4520 (CE 0.4371, Con 0.1487, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8590 | Test Acc: 0.8298 | LR: 0.000031
[2025-09-18 11:58:19,101][contrast_train.py][line:330][INFO] Epoch [113/200] Train Loss: 0.4518 (CE 0.4374, Con 0.1439, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8585 | Test Acc: 0.8213 | LR: 0.000031
[2025-09-18 11:58:26,516][contrast_train.py][line:330][INFO] Epoch [114/200] Train Loss: 0.4456 (CE 0.4313, Con 0.1430, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8600 | Test Acc: 0.8302 | LR: 0.000031
[2025-09-18 11:58:35,801][contrast_train.py][line:330][INFO] Epoch [115/200] Train Loss: 0.4580 (CE 0.4431, Con 0.1495, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8537 | Test Acc: 0.8250 | LR: 0.000031
[2025-09-18 11:58:44,429][contrast_train.py][line:330][INFO] Epoch [116/200] Train Loss: 0.4425 (CE 0.4279, Con 0.1459, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8631 | Test Acc: 0.8225 | LR: 0.000031
[2025-09-18 11:58:52,549][contrast_train.py][line:330][INFO] Epoch [117/200] Train Loss: 0.4453 (CE 0.4309, Con 0.1437, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8603 | Test Acc: 0.8229 | LR: 0.000031
[2025-09-18 11:59:01,367][contrast_train.py][line:330][INFO] Epoch [118/200] Train Loss: 0.4408 (CE 0.4271, Con 0.1373, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8612 | Test Acc: 0.8310 | LR: 0.000031
[2025-09-18 11:59:10,823][contrast_train.py][line:330][INFO] Epoch [119/200] Train Loss: 0.4442 (CE 0.4297, Con 0.1453, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8577 | Test Acc: 0.8258 | LR: 0.000031
[2025-09-18 11:59:19,691][contrast_train.py][line:330][INFO] Epoch [120/200] Train Loss: 0.4445 (CE 0.4300, Con 0.1451, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8580 | Test Acc: 0.8246 | LR: 0.000016
[2025-09-18 11:59:29,102][contrast_train.py][line:330][INFO] Epoch [121/200] Train Loss: 0.4543 (CE 0.4401, Con 0.1424, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8532 | Test Acc: 0.8266 | LR: 0.000016
[2025-09-18 11:59:38,008][contrast_train.py][line:330][INFO] Epoch [122/200] Train Loss: 0.4413 (CE 0.4273, Con 0.1395, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8572 | Test Acc: 0.8302 | LR: 0.000016
[2025-09-18 11:59:47,407][contrast_train.py][line:330][INFO] Epoch [123/200] Train Loss: 0.4487 (CE 0.4350, Con 0.1360, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8547 | Test Acc: 0.8351 | LR: 0.000016
[2025-09-18 11:59:56,245][contrast_train.py][line:330][INFO] Epoch [124/200] Train Loss: 0.4422 (CE 0.4284, Con 0.1378, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8601 | Test Acc: 0.8298 | LR: 0.000016
[2025-09-18 12:00:05,305][contrast_train.py][line:330][INFO] Epoch [125/200] Train Loss: 0.4504 (CE 0.4355, Con 0.1491, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8611 | Test Acc: 0.8323 | LR: 0.000016
[2025-09-18 12:00:14,036][contrast_train.py][line:330][INFO] Epoch [126/200] Train Loss: 0.4415 (CE 0.4273, Con 0.1413, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8623 | Test Acc: 0.8258 | LR: 0.000016
[2025-09-18 12:00:23,687][contrast_train.py][line:330][INFO] Epoch [127/200] Train Loss: 0.4315 (CE 0.4173, Con 0.1424, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8625 | Test Acc: 0.8266 | LR: 0.000016
[2025-09-18 12:00:32,760][contrast_train.py][line:330][INFO] Epoch [128/200] Train Loss: 0.4417 (CE 0.4281, Con 0.1367, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8592 | Test Acc: 0.8282 | LR: 0.000016
[2025-09-18 12:00:41,826][contrast_train.py][line:330][INFO] Epoch [129/200] Train Loss: 0.4393 (CE 0.4249, Con 0.1434, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8593 | Test Acc: 0.8327 | LR: 0.000016
[2025-09-18 12:00:49,369][contrast_train.py][line:330][INFO] Epoch [130/200] Train Loss: 0.4487 (CE 0.4344, Con 0.1426, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8563 | Test Acc: 0.8241 | LR: 0.000016
[2025-09-18 12:00:57,473][contrast_train.py][line:330][INFO] Epoch [131/200] Train Loss: 0.4403 (CE 0.4261, Con 0.1415, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8625 | Test Acc: 0.8282 | LR: 0.000016
[2025-09-18 12:01:05,953][contrast_train.py][line:330][INFO] Epoch [132/200] Train Loss: 0.4319 (CE 0.4177, Con 0.1421, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8673 | Test Acc: 0.8286 | LR: 0.000016
[2025-09-18 12:01:14,995][contrast_train.py][line:330][INFO] Epoch [133/200] Train Loss: 0.4366 (CE 0.4226, Con 0.1406, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8594 | Test Acc: 0.8318 | LR: 0.000016
[2025-09-18 12:01:23,492][contrast_train.py][line:330][INFO] Epoch [134/200] Train Loss: 0.4410 (CE 0.4269, Con 0.1414, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8574 | Test Acc: 0.8339 | LR: 0.000016
[2025-09-18 12:01:30,764][contrast_train.py][line:330][INFO] Epoch [135/200] Train Loss: 0.4331 (CE 0.4184, Con 0.1470, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8660 | Test Acc: 0.8343 | LR: 0.000016
[2025-09-18 12:01:39,174][contrast_train.py][line:330][INFO] Epoch [136/200] Train Loss: 0.4390 (CE 0.4245, Con 0.1448, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8605 | Test Acc: 0.8294 | LR: 0.000016
[2025-09-18 12:01:48,480][contrast_train.py][line:330][INFO] Epoch [137/200] Train Loss: 0.4361 (CE 0.4220, Con 0.1408, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8596 | Test Acc: 0.8331 | LR: 0.000016
[2025-09-18 12:01:57,001][contrast_train.py][line:330][INFO] Epoch [138/200] Train Loss: 0.4359 (CE 0.4219, Con 0.1401, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8605 | Test Acc: 0.8323 | LR: 0.000016
[2025-09-18 12:02:06,671][contrast_train.py][line:330][INFO] Epoch [139/200] Train Loss: 0.4320 (CE 0.4179, Con 0.1403, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8614 | Test Acc: 0.8266 | LR: 0.000016
[2025-09-18 12:02:15,473][contrast_train.py][line:330][INFO] Epoch [140/200] Train Loss: 0.4393 (CE 0.4258, Con 0.1359, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8578 | Test Acc: 0.8302 | LR: 0.000008
[2025-09-18 12:02:24,827][contrast_train.py][line:330][INFO] Epoch [141/200] Train Loss: 0.4328 (CE 0.4188, Con 0.1404, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8625 | Test Acc: 0.8298 | LR: 0.000008
[2025-09-18 12:02:34,523][contrast_train.py][line:330][INFO] Epoch [142/200] Train Loss: 0.4276 (CE 0.4131, Con 0.1453, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8641 | Test Acc: 0.8371 | LR: 0.000008
[2025-09-18 12:02:42,907][contrast_train.py][line:330][INFO] Epoch [143/200] Train Loss: 0.4364 (CE 0.4212, Con 0.1520, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8629 | Test Acc: 0.8327 | LR: 0.000008
[2025-09-18 12:02:52,085][contrast_train.py][line:330][INFO] Epoch [144/200] Train Loss: 0.4317 (CE 0.4180, Con 0.1370, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8605 | Test Acc: 0.8298 | LR: 0.000008
[2025-09-18 12:03:01,763][contrast_train.py][line:330][INFO] Epoch [145/200] Train Loss: 0.4368 (CE 0.4230, Con 0.1379, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8600 | Test Acc: 0.8274 | LR: 0.000008
[2025-09-18 12:03:10,978][contrast_train.py][line:330][INFO] Epoch [146/200] Train Loss: 0.4411 (CE 0.4264, Con 0.1473, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8538 | Test Acc: 0.8310 | LR: 0.000008
[2025-09-18 12:03:19,707][contrast_train.py][line:330][INFO] Epoch [147/200] Train Loss: 0.4252 (CE 0.4109, Con 0.1432, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8643 | Test Acc: 0.8310 | LR: 0.000008
[2025-09-18 12:03:27,362][contrast_train.py][line:330][INFO] Epoch [148/200] Train Loss: 0.4302 (CE 0.4164, Con 0.1383, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8592 | Test Acc: 0.8323 | LR: 0.000008
[2025-09-18 12:03:36,322][contrast_train.py][line:330][INFO] Epoch [149/200] Train Loss: 0.4274 (CE 0.4137, Con 0.1371, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8669 | Test Acc: 0.8314 | LR: 0.000008
[2025-09-18 12:03:43,975][contrast_train.py][line:330][INFO] Epoch [150/200] Train Loss: 0.4250 (CE 0.4115, Con 0.1349, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8642 | Test Acc: 0.8327 | LR: 0.000008
[2025-09-18 12:03:52,581][contrast_train.py][line:330][INFO] Epoch [151/200] Train Loss: 0.4341 (CE 0.4205, Con 0.1352, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8644 | Test Acc: 0.8355 | LR: 0.000008
[2025-09-18 12:04:01,130][contrast_train.py][line:330][INFO] Epoch [152/200] Train Loss: 0.4361 (CE 0.4225, Con 0.1366, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8578 | Test Acc: 0.8254 | LR: 0.000008
[2025-09-18 12:04:10,484][contrast_train.py][line:330][INFO] Epoch [153/200] Train Loss: 0.4273 (CE 0.4139, Con 0.1338, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8691 | Test Acc: 0.8367 | LR: 0.000008
[2025-09-18 12:04:18,507][contrast_train.py][line:330][INFO] Epoch [154/200] Train Loss: 0.4344 (CE 0.4207, Con 0.1368, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8579 | Test Acc: 0.8318 | LR: 0.000008
[2025-09-18 12:04:27,948][contrast_train.py][line:330][INFO] Epoch [155/200] Train Loss: 0.4207 (CE 0.4072, Con 0.1352, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8675 | Test Acc: 0.8343 | LR: 0.000008
[2025-09-18 12:04:37,466][contrast_train.py][line:330][INFO] Epoch [156/200] Train Loss: 0.4373 (CE 0.4235, Con 0.1381, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8625 | Test Acc: 0.8278 | LR: 0.000008
[2025-09-18 12:04:45,977][contrast_train.py][line:330][INFO] Epoch [157/200] Train Loss: 0.4299 (CE 0.4160, Con 0.1382, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8643 | Test Acc: 0.8363 | LR: 0.000008
[2025-09-18 12:04:54,557][contrast_train.py][line:330][INFO] Epoch [158/200] Train Loss: 0.4317 (CE 0.4178, Con 0.1388, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8637 | Test Acc: 0.8246 | LR: 0.000008
[2025-09-18 12:05:03,146][contrast_train.py][line:330][INFO] Epoch [159/200] Train Loss: 0.4294 (CE 0.4156, Con 0.1372, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8620 | Test Acc: 0.8375 | LR: 0.000008
[2025-09-18 12:05:12,176][contrast_train.py][line:330][INFO] Epoch [160/200] Train Loss: 0.4256 (CE 0.4117, Con 0.1394, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8652 | Test Acc: 0.8262 | LR: 0.000004
[2025-09-18 12:05:20,543][contrast_train.py][line:330][INFO] Epoch [161/200] Train Loss: 0.4217 (CE 0.4085, Con 0.1322, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8680 | Test Acc: 0.8246 | LR: 0.000004
[2025-09-18 12:05:29,874][contrast_train.py][line:330][INFO] Epoch [162/200] Train Loss: 0.4341 (CE 0.4207, Con 0.1346, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8626 | Test Acc: 0.8310 | LR: 0.000004
[2025-09-18 12:05:38,232][contrast_train.py][line:330][INFO] Epoch [163/200] Train Loss: 0.4299 (CE 0.4162, Con 0.1367, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8642 | Test Acc: 0.8298 | LR: 0.000004
[2025-09-18 12:05:47,193][contrast_train.py][line:330][INFO] Epoch [164/200] Train Loss: 0.4259 (CE 0.4124, Con 0.1354, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8649 | Test Acc: 0.8294 | LR: 0.000004
[2025-09-18 12:05:55,870][contrast_train.py][line:330][INFO] Epoch [165/200] Train Loss: 0.4339 (CE 0.4202, Con 0.1373, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8593 | Test Acc: 0.8310 | LR: 0.000004
[2025-09-18 12:06:04,906][contrast_train.py][line:330][INFO] Epoch [166/200] Train Loss: 0.4277 (CE 0.4143, Con 0.1332, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8617 | Test Acc: 0.8262 | LR: 0.000004
[2025-09-18 12:06:14,449][contrast_train.py][line:330][INFO] Epoch [167/200] Train Loss: 0.4250 (CE 0.4115, Con 0.1350, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8610 | Test Acc: 0.8347 | LR: 0.000004
[2025-09-18 12:06:22,676][contrast_train.py][line:330][INFO] Epoch [168/200] Train Loss: 0.4273 (CE 0.4138, Con 0.1349, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8634 | Test Acc: 0.8278 | LR: 0.000004
[2025-09-18 12:06:30,280][contrast_train.py][line:330][INFO] Epoch [169/200] Train Loss: 0.4344 (CE 0.4206, Con 0.1383, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8570 | Test Acc: 0.8306 | LR: 0.000004
[2025-09-18 12:06:38,456][contrast_train.py][line:330][INFO] Epoch [170/200] Train Loss: 0.4316 (CE 0.4174, Con 0.1422, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8649 | Test Acc: 0.8298 | LR: 0.000004
[2025-09-18 12:06:47,541][contrast_train.py][line:330][INFO] Epoch [171/200] Train Loss: 0.4229 (CE 0.4099, Con 0.1298, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8657 | Test Acc: 0.8266 | LR: 0.000004
[2025-09-18 12:06:55,216][contrast_train.py][line:330][INFO] Epoch [172/200] Train Loss: 0.4328 (CE 0.4192, Con 0.1366, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8631 | Test Acc: 0.8254 | LR: 0.000004
[2025-09-18 12:07:03,411][contrast_train.py][line:330][INFO] Epoch [173/200] Train Loss: 0.4319 (CE 0.4179, Con 0.1396, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8650 | Test Acc: 0.8310 | LR: 0.000004
[2025-09-18 12:07:10,994][contrast_train.py][line:330][INFO] Epoch [174/200] Train Loss: 0.4344 (CE 0.4203, Con 0.1410, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8626 | Test Acc: 0.8323 | LR: 0.000004
[2025-09-18 12:07:18,746][contrast_train.py][line:330][INFO] Epoch [175/200] Train Loss: 0.4250 (CE 0.4115, Con 0.1354, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8640 | Test Acc: 0.8290 | LR: 0.000004
[2025-09-18 12:07:28,474][contrast_train.py][line:330][INFO] Epoch [176/200] Train Loss: 0.4284 (CE 0.4153, Con 0.1317, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8677 | Test Acc: 0.8335 | LR: 0.000004
[2025-09-18 12:07:36,768][contrast_train.py][line:330][INFO] Epoch [177/200] Train Loss: 0.4239 (CE 0.4108, Con 0.1308, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8646 | Test Acc: 0.8331 | LR: 0.000004
[2025-09-18 12:07:46,369][contrast_train.py][line:330][INFO] Epoch [178/200] Train Loss: 0.4263 (CE 0.4124, Con 0.1386, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8681 | Test Acc: 0.8331 | LR: 0.000004
[2025-09-18 12:07:54,472][contrast_train.py][line:330][INFO] Epoch [179/200] Train Loss: 0.4254 (CE 0.4117, Con 0.1373, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8682 | Test Acc: 0.8310 | LR: 0.000004
[2025-09-18 12:08:03,131][contrast_train.py][line:330][INFO] Epoch [180/200] Train Loss: 0.4298 (CE 0.4160, Con 0.1384, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8609 | Test Acc: 0.8306 | LR: 0.000002
[2025-09-18 12:08:12,175][contrast_train.py][line:330][INFO] Epoch [181/200] Train Loss: 0.4293 (CE 0.4156, Con 0.1367, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8614 | Test Acc: 0.8310 | LR: 0.000002
[2025-09-18 12:08:21,032][contrast_train.py][line:330][INFO] Epoch [182/200] Train Loss: 0.4278 (CE 0.4138, Con 0.1394, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8643 | Test Acc: 0.8314 | LR: 0.000002
[2025-09-18 12:08:30,224][contrast_train.py][line:330][INFO] Epoch [183/200] Train Loss: 0.4287 (CE 0.4149, Con 0.1376, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8655 | Test Acc: 0.8270 | LR: 0.000002
[2025-09-18 12:08:39,062][contrast_train.py][line:330][INFO] Epoch [184/200] Train Loss: 0.4289 (CE 0.4158, Con 0.1309, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8634 | Test Acc: 0.8262 | LR: 0.000002
[2025-09-18 12:08:48,199][contrast_train.py][line:330][INFO] Epoch [185/200] Train Loss: 0.4263 (CE 0.4132, Con 0.1312, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8642 | Test Acc: 0.8298 | LR: 0.000002
